DATE,FOREX,GO,FO CNY,FO,GO_FO spread
Apr-20-2017,6.582,501.25,3720,565.1777575,-63.9277575
Apr-21-2017,6.591,494.75,3720,564.4060082,-69.6560082
Apr-22-2017,6.5784,494.75,3720,565.4870485,-70.7370485
Apr-23-2017,6.5807,494.75,3720,565.2894069,-70.5394069
Apr-24-2017,6.6218,493.5,3720,561.7807847,-68.2807847
Apr-25-2017,6.6474,491.5,3720,559.617294,-68.117294
Apr-26-2017,6.6481,495,3720,559.5583701,-64.5583701
Apr-27-2017,6.6368,483.75,3720,560.5110897,-76.7610897
Apr-28-2017,6.648,486.5,3473,522.4127557,-35.9127557
Apr-29-2017,6.6597,486.5,3473,521.4949622,-34.9949622
Apr-30-2017,6.6653,486.5,3473,521.0568166,-34.5568166
May-01-2017,6.686,482.5,3473,519.4436135,-36.9436135
May-02-2017,6.6886,481.25,3473,519.2416948,-37.9916948
May-03-2017,6.682,476.25,3473,519.7545645,-43.5045645
May-04-2017,6.6908,469.5,3473,519.0709631,-49.5709631
May-05-2017,6.696,478.25,3473,518.6678614,-40.4178614
May-06-2017,6.6885,478.25,3473,519.249458,-40.999458
May-07-2017,6.6887,478.25,3473,519.2339319,-40.9839319
May-08-2017,6.6835,474.75,3473,519.6379143,-44.8879143
May-09-2017,6.6935,476.25,3473,518.8615821,-42.6115821
May-10-2017,6.7045,481.5,3473,518.0102916,-36.5102916
May-11-2017,6.6963,483.75,3473,518.6446246,-34.8946246
May-12-2017,6.6778,480.5,3473,520.081464,-39.581464
May-13-2017,6.6755,480.5,3473,520.2606546,-39.7606546
May-14-2017,6.6795,480.5,3473,519.949098,-39.449098
May-15-2017,6.6799,484.25,3473,519.9179628,-35.6679628
May-16-2017,6.672,484.25,3473,520.5335731,-36.2835731
May-17-2017,6.67,486,3473,520.6896552,-34.6896552
May-18-2017,6.6576,486.5,3473,521.6594569,-35.1594569
May-19-2017,6.635,492.5,3473,523.4363225,-30.9363225
May-20-2017,6.6439,492.5,3473,522.7351405,-30.2351405
May-21-2017,6.6272,492.5,3473,524.0523901,-31.5523901
May-22-2017,6.6342,495.5,3473,523.4994423,-27.9994423
May-23-2017,6.6418,497.5,3473,522.9004186,-25.4004186
May-24-2017,6.6603,498,3473,521.4479828,-23.4479828
May-25-2017,6.6614,491.5,3473,521.3618759,-29.8618759
May-26-2017,6.6557,485.5,3473,521.8083748,-36.3083748
May-27-2017,6.636,485.5,3473,523.3574442,-37.8574442
May-28-2017,6.6337,485.5,3473,523.5388999,-38.0388999
May-29-2017,6.6362,489.75,3473,523.3416714,-33.5916714
May-30-2017,6.638,484.25,3473,523.199759,-38.949759
May-31-2017,6.6254,477.25,3399,513.0256286,-35.7756286
Jun-01-2017,6.6344,480.75,3399,512.3296756,-31.5796756
Jun-02-2017,6.6312,472.75,3568,538.0624925,-65.3124925
Jun-03-2017,6.6532,472.75,3568,536.2832923,-63.5332923
Jun-04-2017,6.6507,472.75,3568,536.4848813,-63.7348813
Jun-05-2017,6.6409,468.25,3568,537.276574,-69.026574
Jun-06-2017,6.659,467.5,3568,535.8161886,-68.3161886
Jun-07-2017,6.6595,463,3568,535.7759592,-72.7759592
Jun-08-2017,6.6695,465.25,3568,534.9726366,-69.7226366
Jun-09-2017,6.683,468.25,3745,560.3770762,-92.1270762
Jun-10-2017,6.6807,468.25,3745,560.5700001,-92.3200001
Jun-11-2017,6.6793,468.25,3745,560.6874972,-92.4374972
Jun-12-2017,6.675,470.25,3745,561.0486891,-90.7986891
Jun-13-2017,6.6805,465.75,3745,560.5867824,-94.8367824
Jun-14-2017,6.6771,459,3745,560.872235,-101.872235
Jun-15-2017,6.67,464.25,3745,561.4692654,-97.2192654
Jun-16-2017,6.6625,466.25,3745,562.1013133,-95.8513133
Jun-17-2017,6.6669,466.25,3745,561.7303394,-95.4803394
Jun-18-2017,6.685,466.25,3745,560.2094241,-93.9594241
Jun-19-2017,6.6802,467.5,3745,560.6119577,-93.1119577
Jun-20-2017,6.6795,459,3745,560.6707089,-101.6707089
Jun-21-2017,6.6747,459.75,3745,561.0739059,-101.3239059
Jun-22-2017,6.6685,459.25,3745,561.5955612,-102.3455612
Jun-23-2017,6.672,456,3745,561.3009592,-105.3009592
Jun-24-2017,6.6688,456,3745,561.5702975,-105.5702975
Jun-25-2017,6.6648,456,3745,561.9073341,-105.9073341
Jun-26-2017,6.6694,456.5,3745,561.5197769,-105.0197769
Jun-27-2017,6.6689,464.25,3745,561.5618768,-97.3118768
Jun-28-2017,6.6701,467,3745,561.4608477,-94.4608477
Jun-29-2017,6.6751,470.5,3745,561.040284,-90.540284
Jun-30-2017,6.6672,474.25,3745,561.7050636,-87.4550636
Jul-01-2017,6.6718,474.25,3745,561.3177853,-87.0677853
Jul-02-2017,6.7075,474.25,3745,558.3302274,-84.0802274
Jul-03-2017,6.722,483.5,3745,557.1258554,-73.6258554
Jul-04-2017,6.7195,484,3745,557.3331349,-73.3331349
Jul-05-2017,6.7274,473.75,3745,556.6786574,-82.9286574
Jul-06-2017,6.7283,478.25,3745,556.6041942,-78.3541942
Jul-07-2017,6.7375,463.75,3745,555.8441558,-92.0941558
Jul-08-2017,6.7409,463.75,3745,555.5637971,-91.8137971
Jul-09-2017,6.7378,463.75,3745,555.8194069,-92.0694069
Jul-10-2017,6.7449,466.75,3745,555.2343252,-88.4843252
Jul-11-2017,6.767,468.75,3745,553.4210137,-84.6710137
Jul-12-2017,6.7752,471,3818,563.5258,-92.5258
Jul-13-2017,6.7804,476,3818,563.0936228,-87.0936228
Jul-14-2017,6.7712,476.25,3803,561.643431,-85.393431
Jul-15-2017,6.7835,476.25,3803,560.6250461,-84.3750461
Jul-16-2017,6.7789,476.25,3803,561.0054729,-84.7554729
Jul-17-2017,6.7758,477.75,3805,561.5573069,-83.8073069
Jul-18-2017,6.7657,475.75,3805,562.3956132,-86.6456132
Jul-19-2017,6.757,480.25,3805,563.1197277,-82.8697277
Jul-20-2017,6.765,480.25,3805,562.4538064,-82.2038064
Jul-21-2017,6.7565,474.25,3770,557.9812033,-83.7312033
Jul-22-2017,6.7766,474.25,3770,556.3261813,-82.0761813
Jul-23-2017,6.787,474.25,3770,555.4736997,-81.2236997
Jul-24-2017,6.7915,474.25,3782,556.8725613,-82.6225613
Jul-25-2017,6.8059,481,3696,543.0582289,-62.0582289
Jul-26-2017,6.812,486,3716,545.5079272,-59.5079272
Jul-27-2017,6.86,488.75,3716,541.6909621,-52.9409621
Jul-28-2017,6.859,491.75,3716,541.7699373,-50.0199373
Jul-29-2017,6.8804,491.75,3716,540.0848788,-48.3348788
Jul-30-2017,6.8781,491.75,3716,540.2654803,-48.5154803
Jul-31-2017,6.8865,493.5,3716,539.6064764,-46.1064764
Aug-01-2017,6.8928,489.5,3892,564.6471681,-75.1471681
Aug-02-2017,6.89,494.75,3700,537.0101597,-42.2601597
Aug-03-2017,6.919,496.25,3802,549.501373,-53.251373
Aug-04-2017,6.9219,495,3813,550.8603129,-55.8603129
Aug-05-2017,6.9188,495,3813,551.1071284,-56.1071284
Aug-06-2017,6.9153,495,3813,551.386057,-56.386057
Aug-07-2017,6.9047,490.25,3793,549.3359596,-59.0859596
Aug-08-2017,6.8894,495.5,3765,546.4917119,-50.9917119
Aug-09-2017,6.8856,491.75,3781,549.1169978,-57.3669978
Aug-10-2017,6.88,489,3806,553.1976744,-64.1976744
Aug-11-2017,6.8815,484.25,3866,561.79612,-77.54612
Aug-12-2017,6.8818,484.25,3866,561.7716295,-77.5216295
Aug-13-2017,6.8767,484.25,3866,562.1882589,-77.9382589
Aug-14-2017,6.891,485.25,3866,561.0216224,-75.7716224
Aug-15-2017,6.908,478.5,3866,559.6409959,-81.1409959
Aug-16-2017,6.9069,478.75,3879,561.6123007,-82.8623007
Aug-17-2017,6.9023,477.75,3984,577.1989047,-99.4489047
Aug-18-2017,6.9049,481.25,3880,561.9197961,-80.6697961
Aug-19-2017,6.9467,481.25,3880,558.5385867,-77.2885867
Aug-20-2017,6.9615,481.25,3880,557.3511456,-76.1011456
Aug-21-2017,6.9605,481.25,3942,566.3386251,-85.0886251
Aug-22-2017,6.9527,484.5,3745,538.6396652,-54.1396652
Aug-23-2017,6.944,489.25,3745,539.3145161,-50.0645161
Aug-24-2017,6.9484,489,4204,605.0313741,-116.0313741
Aug-25-2017,6.9462,486,3745,539.1437045,-53.1437045
Aug-26-2017,6.9489,486,3745,538.9342198,-52.9342198
Aug-27-2017,6.952,486,3745,538.693901,-52.693901
Aug-28-2017,6.9613,485.5,3950,567.4227515,-81.9227515
Aug-29-2017,6.9559,485.25,3950,567.8632528,-82.6132528
Aug-30-2017,6.945,489,3950,568.7544996,-79.7544996
Aug-31-2017,6.964,495,3950,567.202757,-72.202757
Sep-01-2017,6.9342,497,3950,569.6403334,-72.6403334
Sep-02-2017,6.8767,497,3950,574.4034202,-77.4034202
Sep-03-2017,6.9241,497,3950,570.4712526,-73.4712526
Sep-04-2017,6.9375,494.5,3950,569.3693694,-74.8693694
Sep-05-2017,6.9215,501.75,3950,570.685545,-68.935545
Sep-06-2017,6.9377,504,3950,569.3529556,-65.3529556
Sep-07-2017,6.8941,501.5,3950,572.953685,-71.453685
Sep-08-2017,6.9005,498.5,3950,572.4222882,-73.9222882
Sep-09-2017,6.9008,498.5,3950,572.3974032,-73.8974032
Sep-10-2017,6.845,498.5,3950,577.06355,-78.56355
Sep-11-2017,6.8496,497,3950,576.6760103,-79.6760103
Sep-12-2017,6.872,501,3950,574.7962747,-73.7962747
Sep-13-2017,6.8765,503.5,3950,574.4201265,-70.9201265
Sep-14-2017,6.8537,506.5,3950,576.3310329,-69.8310329
Sep-15-2017,6.859,509,3950,575.8856976,-66.8856976
Sep-16-2017,6.8836,509,3950,573.8276483,-64.8276483
Sep-17-2017,6.884,509,3950,573.7943056,-64.7943056
Sep-18-2017,6.8672,504.25,3950,575.1980429,-70.9480429
Sep-19-2017,6.863,506.25,3950,575.550051,-69.300051
Sep-20-2017,6.8853,508,3950,573.6859687,-65.6859687
Sep-21-2017,6.8638,509.25,3950,575.4829686,-66.2329686
Sep-22-2017,6.8691,508.75,3950,575.0389425,-66.2889425
Sep-23-2017,6.8785,508.75,3950,574.2531075,-65.5031075
Sep-24-2017,6.8802,508.75,3950,574.1112177,-65.3612177
Sep-25-2017,6.8675,516,4000,582.4535857,-66.4535857
Sep-26-2017,6.8711,513.25,4000,582.1484187,-68.8984187
Sep-27-2017,6.853,514.75,4000,583.6859769,-68.9359769
Sep-28-2017,6.8665,514,4000,582.5384111,-68.5384111
Sep-29-2017,6.8785,513,4024,585.011267,-72.011267
Sep-30-2017,6.884,513,4024,584.5438698,-71.5438698
Oct-01-2017,6.8778,513,4024,585.0708075,-72.0708075
Oct-02-2017,6.8661,504.25,4024,586.0677823,-81.8177823
Oct-03-2017,6.8691,505,4024,585.811824,-80.811824
Oct-04-2017,6.8708,507,4024,585.6668801,-78.6668801
Oct-05-2017,6.867,512.5,4024,585.9909713,-73.4909713
Oct-06-2017,6.8819,499.5,4024,584.7222424,-85.2222424
Oct-07-2017,6.8899,499.5,4024,584.0433098,-84.5433098
Oct-08-2017,6.8999,499.5,4024,583.1968579,-83.6968579
Oct-09-2017,6.897,500.25,4024,583.4420763,-83.1920763
Oct-10-2017,6.9025,508.25,4024,582.9771822,-74.7271822
Oct-11-2017,6.9131,506.25,4024,582.0832911,-75.8332911
Oct-12-2017,6.911,505.25,4024,582.260165,-77.010165
Oct-13-2017,6.9093,510.75,4024,582.4034273,-71.6534273
Oct-14-2017,6.9143,510.75,4024,581.9822686,-71.2322686
Oct-15-2017,6.915,510.75,4024,581.923355,-71.173355
Oct-16-2017,6.9149,512.25,4024,581.9317705,-69.6817705
Oct-17-2017,6.898,511.75,4024,583.3574949,-71.6074949
Oct-18-2017,6.9034,510.25,4024,582.9011791,-72.6511791
Oct-19-2017,6.9085,511.5,4024,582.4708692,-70.9708692
Oct-20-2017,6.8874,514.5,4024,584.2553068,-69.7553068
Oct-21-2017,6.8819,514.5,4024,584.7222424,-70.2222424
Oct-22-2017,6.8863,514.5,4024,584.3486342,-69.8486342
Oct-23-2017,6.8837,511.75,4024,584.569345,-72.819345
Oct-24-2017,6.8729,513.5,4024,585.4879309,-71.9879309
Oct-25-2017,6.8795,517,4024,584.9262301,-67.9262301
Oct-26-2017,6.8901,519.75,4024,584.0263567,-64.2763567
Oct-27-2017,6.8894,526.5,4024,584.0856969,-57.5856969
Oct-28-2017,6.8872,526.5,4024,584.2722732,-57.7722732
Oct-29-2017,6.8948,526.5,4024,583.6282416,-57.1282416
Oct-30-2017,6.8977,528.75,4024,583.3828668,-54.6328668
Oct-31-2017,6.9005,531.25,3771,546.482139,-15.232139
Nov-01-2017,6.903,529.5,3771,546.2842243,-16.7842243
Nov-02-2017,6.8921,526,3771,547.1481842,-21.1481842
Nov-03-2017,6.8915,529,3771,547.1958209,-18.1958209
Nov-04-2017,6.89,529,3771,547.3149492,-18.3149492
Nov-05-2017,6.8854,529,3771,547.6805995,-18.6805995
Nov-06-2017,6.8803,539,3771,548.086566,-9.086566
Nov-07-2017,6.882,541.75,3771,547.951177,-6.201177
Nov-08-2017,6.888,544.75,3771,547.4738676,-2.7238676
Nov-09-2017,6.8822,548.25,3771,547.9352533,0.3147467
Nov-10-2017,6.8859,549.75,3771,547.6408313,2.1091687
Nov-11-2017,6.8847,549.75,3771,547.7362848,2.0137152
Nov-12-2017,6.8847,549.75,3771,547.7362848,2.0137152
Nov-13-2017,6.8926,550.25,3771,547.1084932,3.1415068
Nov-14-2017,6.8979,538.5,3771,546.6881225,-8.1881225
Nov-15-2017,6.8935,539.5,3771,547.0370639,-7.5370639
Nov-16-2017,6.8959,539,3771,546.846677,-7.846677
Nov-17-2017,6.8989,541.5,3771,546.6088797,-5.1088797
Nov-18-2017,6.896,541.5,3771,546.8387471,-5.3387471
Nov-19-2017,6.9031,541.5,3771,546.2763106,-4.7763106
Nov-20-2017,6.9045,536.75,3771,546.1655442,-9.4155442
Nov-21-2017,6.9074,537.5,3771,545.9362423,-8.4362423
Nov-22-2017,6.9032,539,3771,546.2683973,-7.2683973
Nov-23-2017,6.9037,541.25,3771,546.2288338,-4.9788338
Nov-24-2017,6.8995,541.5,3771,546.561345,-5.061345
Nov-25-2017,6.8935,541.5,3771,547.0370639,-5.5370639
Nov-26-2017,6.8867,541.5,3771,547.5772141,-6.0772141
Nov-27-2017,6.8784,543,3771,548.2379623,-5.2379623
Nov-28-2017,6.8892,545.75,3771,547.3785055,-1.6285055
Nov-29-2017,6.885,542.5,3771,547.7124183,-5.2124183
Nov-30-2017,6.8864,541,3870,561.9772305,-20.9772305
Dec-01-2017,6.8852,547.25,3870,562.0751757,-14.8251757
Dec-02-2017,6.8901,547.25,3870,561.6754474,-14.4254474
Dec-03-2017,6.8685,547.25,3870,563.4417995,-16.1917995
Dec-04-2017,6.8555,539,3870,564.5102472,-25.5102472
Dec-05-2017,6.818,541.5,3870,567.6151364,-26.1151364
Dec-06-2017,6.8083,533.25,3870,568.4238356,-35.1738356
Dec-07-2017,6.81,536.5,3870,568.2819383,-31.7819383
Dec-08-2017,6.804,545,3870,568.7830688,-23.7830688
Dec-09-2017,6.7952,545,3870,569.5196609,-24.5196609
Dec-10-2017,6.7957,545,3870,569.477758,-24.477758
Dec-11-2017,6.8003,548,3870,569.09254,-21.09254
Dec-12-2017,6.798,544.5,3870,569.2850838,-24.7850838
Dec-13-2017,6.7982,536.75,3870,569.2683357,-32.5183357
Dec-14-2017,6.7991,539.5,3870,569.1929814,-29.6929814
Dec-15-2017,6.7917,540.5,3870,569.8131543,-29.3131543
Dec-16-2017,6.8078,540.5,3870,568.4655836,-27.9655836
Dec-17-2017,6.8105,540.5,3870,568.2402173,-27.7402173
Dec-18-2017,6.8195,545.25,3870,567.4902852,-22.2402852
Dec-19-2017,6.8292,545.75,3870,566.6842383,-20.9342383
Dec-20-2017,6.8295,551,3870,566.6593455,-15.6593455
Dec-21-2017,6.8348,552,3870,566.2199333,-14.2199333
Dec-22-2017,6.8366,550.5,3870,566.0708539,-15.5708539
Dec-23-2017,6.8411,550.5,3870,565.6984988,-15.1984988
Dec-24-2017,6.8126,550.5,3870,568.0650559,-17.5650559
Dec-25-2017,6.7998,550.5,3870,569.1343863,-18.6343863
Dec-26-2017,6.787,567.25,3870,570.2077501,-2.9577501
Dec-27-2017,6.7809,560.75,3870,570.7207008,-9.9707008
Dec-28-2017,6.8003,561.75,3870,569.09254,-7.34254
Dec-29-2017,6.8007,555,3765,553.6194803,1.3805197
Dec-30-2017,6.8019,555,3765,553.5218101,1.4781899
Dec-31-2017,6.8015,555,3765,553.554363,1.445637
Jan-01-2018,6.8057,555,3765,553.2127481,1.7872519
Jan-02-2018,6.8036,561,3765,553.3835029,7.6164971
Jan-03-2018,6.8025,566.75,3765,553.4729879,13.2770121
Jan-04-2018,6.7878,566.25,3765,554.6716167,11.5783833
Jan-05-2018,6.7835,567.5,3765,555.0232181,12.4767819
Jan-06-2018,6.7753,567.5,3765,555.6949508,11.8050492
Jan-07-2018,6.77,567.5,3765,556.1299852,11.3700148
Jan-08-2018,6.7466,569.75,3765,558.0588741,11.6911259
Jan-09-2018,6.7519,573.75,3765,557.6208178,16.1291822
Jan-10-2018,6.7597,576.75,3765,556.9773807,19.7726193
Jan-11-2018,6.7667,578.25,3765,556.4012,21.8488
Jan-12-2018,6.7512,576.75,3765,557.6786349,19.0713651
Jan-13-2018,6.751,576.75,3765,557.6951563,19.0548437
Jan-14-2018,6.754,576.75,3765,557.4474386,19.3025614
Jan-15-2018,6.743,582,3765,558.3568145,23.6431855
Jan-16-2018,6.7369,580.25,3765,558.8623848,21.3876152
Jan-17-2018,6.7266,580.25,3765,559.718134,20.531866
Jan-18-2018,6.7179,581,3765,560.4429956,20.5570044
Jan-19-2018,6.7217,577.5,3765,560.1261586,17.3738414
Jan-20-2018,6.7172,577.5,3765,560.5013994,16.9986006
Jan-21-2018,6.7289,577.5,3765,559.5268172,17.9731828
Jan-22-2018,6.7215,583.5,3765,560.1428253,23.3571747
Jan-23-2018,6.7061,586.5,3765,561.4291466,25.0708534
Jan-24-2018,6.6743,585.25,3765,564.1041008,21.1458992
Jan-25-2018,6.647,589,3765,566.4209418,22.5790582
Jan-26-2018,6.6636,587.25,3765,565.0099046,22.2400954
Jan-27-2018,6.6712,587.25,3765,564.366231,22.883769
Jan-28-2018,6.6855,587.25,3765,563.1590756,24.0909244
Jan-29-2018,6.6916,580.5,3765,562.6457051,17.8542949
Jan-30-2018,6.6755,577.5,3765,564.0026964,13.4973036
Jan-31-2018,6.6704,575.75,3765,564.433917,11.316083
Feb-01-2018,6.666,579.25,3765,564.8064806,14.4435194
Feb-02-2018,6.6624,573.25,3765,565.1116715,8.1383285
Feb-03-2018,6.659,573.25,3765,565.4002102,7.8497898
Feb-04-2018,6.662,573.25,3765,565.1456019,8.1043981
Feb-05-2018,6.6465,573.5,3765,566.4635522,7.0364478
Feb-06-2018,6.6144,564.5,3765,569.212627,-4.712627
Feb-07-2018,6.5968,556.5,3765,570.7312636,-14.2312636
Feb-08-2018,6.594,548.75,3765,570.9736124,-22.2236124
Feb-09-2018,6.5901,538,3765,571.3115127,-33.3115127
Feb-10-2018,6.5584,538,3765,574.0729446,-36.0729446
Feb-11-2018,6.5309,538,3765,576.4902234,-38.4902234
Feb-12-2018,6.5388,539.75,3765,575.7937236,-36.0437236
Feb-13-2018,6.5242,534.5,3765,577.0822476,-42.5822476
Feb-14-2018,6.487,541,3765,580.3915523,-39.3915523
Feb-15-2018,6.4944,542.5,3765,579.7302291,-37.2302291
Feb-16-2018,6.5292,549,3765,576.6403235,-27.6403235
Feb-17-2018,6.5354,549,3765,576.0932766,-27.0932766
Feb-18-2018,6.5415,549,3765,575.5560651,-26.5560651
Feb-19-2018,6.556,554.5,3765,574.2830995,-19.7830995
Feb-20-2018,6.5526,554.5,3765,574.5810823,-20.0810823
Feb-21-2018,6.5752,555.25,3765,572.6061565,-17.3561565
Feb-22-2018,6.5835,561.75,3765,571.8842561,-10.1342561
Feb-23-2018,6.5749,565.75,3765,572.6322834,-6.8822834
Feb-24-2018,6.5904,565.75,3765,571.2855062,-5.5355062
Feb-25-2018,6.5901,565.75,3765,571.3115127,-5.5615127
Feb-26-2018,6.6215,572,3765,568.6022805,3.3977195
Feb-27-2018,6.6398,570.25,3765,567.0351517,3.2148483
Feb-28-2018,6.6425,559.5,4317,649.9059089,-90.4059089
Mar-01-2018,6.6608,547,4317,648.1203459,-101.1203459
Mar-02-2018,6.6528,548.75,4317,648.8997114,-100.1497114
Mar-03-2018,6.6251,548.75,4317,651.6128058,-102.8628058
Mar-04-2018,6.5743,548.75,4317,656.647856,-107.897856
Mar-05-2018,6.5903,561,4317,655.0536394,-94.0536394
Mar-06-2018,6.5875,560.75,4317,655.3320683,-94.5820683
Mar-07-2018,6.5796,559.75,4317,656.118913,-96.368913
Mar-08-2018,6.5898,555,4317,655.1033415,-100.1033415
Mar-09-2018,6.6236,562.5,4317,651.760372,-89.260372
Mar-10-2018,6.6274,562.5,4317,651.3866675,-88.8866675
Mar-11-2018,6.6138,562.5,4317,652.7261181,-90.2261181
Mar-12-2018,6.6205,560.25,4317,652.065554,-91.815554
Mar-13-2018,6.64,560,4317,650.1506024,-90.1506024
Mar-14-2018,6.6358,561.75,4317,650.5621025,-88.8121025
Mar-15-2018,6.6391,563,4317,650.2387372,-87.2387372
Mar-16-2018,6.6426,567.25,4317,649.896125,-82.646125
Mar-17-2018,6.6505,567.25,4317,649.124126,-81.874126
Mar-18-2018,6.6465,567.25,4317,649.5147822,-82.2647822
Mar-19-2018,6.635,568.25,4317,650.6405426,-82.3905426
Mar-20-2018,6.602,573.5,4317,653.8927598,-80.3927598
Mar-21-2018,6.6093,585.5,4317,653.1705324,-67.6705324
Mar-22-2018,6.639,585,4317,650.2485314,-65.2485314
Mar-23-2018,6.6338,588.5,4317,650.7582381,-62.2582381
Mar-24-2018,6.6405,588.5,4317,650.101649,-61.601649
Mar-25-2018,6.628,588.5,4317,651.3277007,-62.8277007
Mar-26-2018,6.6402,588.25,4317,650.1310201,-61.8810201
Mar-27-2018,6.6409,589,4317,650.0624915,-61.0624915
Mar-28-2018,6.6385,588.75,4317,650.297507,-61.547507
Mar-29-2018,6.635,590.25,4317,650.6405426,-60.3905426
Mar-30-2018,6.62,590.25,3791,572.6586103,17.5913897
Mar-31-2018,6.6273,590.25,3791,572.0278243,18.2221757
Apr-01-2018,6.6245,590.25,3791,572.2696053,17.9803947
Apr-02-2018,6.6245,584,3791,572.2696053,11.7303947
Apr-03-2018,6.6265,582,3791,572.0968837,9.9031163
Apr-04-2018,6.6086,580,3791,573.6464607,6.3535393
Apr-05-2018,6.5998,583.5,3791,574.4113458,9.0886542
Apr-06-2018,6.5967,578.75,3791,574.68128,4.06872
Apr-07-2018,6.6044,578.75,3791,574.0112652,4.7387348
Apr-08-2018,6.6091,578.75,3791,573.6030624,5.1469376
Apr-09-2018,6.609,585.5,3791,573.6117416,11.8882584
Apr-10-2018,6.6137,595,3791,573.2041066,21.7958934
Apr-11-2018,6.6185,606.5,3791,572.7883962,33.7116038
Apr-12-2018,6.617,600.25,3791,572.9182409,27.3317591
Apr-13-2018,6.6136,604.75,3791,573.2127737,31.5372263
Apr-14-2018,6.6173,604.75,3791,572.8922672,31.8577328
Apr-15-2018,6.6199,604.75,3791,572.6672608,32.0827392
